tag,layer,expert,count
prime_check,11,93,441
prime_check,11,94,12
prime_check,11,97,1
prime_check,11,98,139
prime_check,11,99,72
prime_check,11,100,199
prime_check,11,102,648
prime_check,11,103,98
prime_check,11,104,179
prime_check,11,105,1341
prime_check,11,108,217
prime_check,11,109,18
prime_check,11,110,371
prime_check,11,111,2228
prime_check,11,112,199
prime_check,11,113,164
prime_check,11,114,1
prime_check,11,117,429
prime_check,11,119,194
prime_check,11,120,87
prime_check,11,122,217
prime_check,11,124,124
prime_check,11,125,18
prime_check,11,127,772
prime_check,12,0,100
prime_check,12,1,2
prime_check,12,2,125
prime_check,12,3,1064
prime_check,12,5,196
prime_check,12,6,42
prime_check,12,7,2
prime_check,12,8,14
prime_check,12,9,74
prime_check,12,10,161
prime_check,12,11,212
prime_check,12,12,210
prime_check,12,13,12
prime_check,12,14,54
prime_check,12,15,500
prime_check,12,16,52
prime_check,12,17,6
prime_check,12,18,2770
prime_check,12,19,18
prime_check,12,20,420
prime_check,12,21,1360
prime_check,12,22,1154
prime_check,12,23,120
prime_check,12,24,8
prime_check,12,25,1188
prime_check,12,26,51
prime_check,12,27,81
prime_check,12,28,12
prime_check,12,29,59
prime_check,12,31,17
prime_check,12,32,103
prime_check,12,33,295
prime_check,12,34,529
prime_check,12,35,17
prime_check,12,36,231
prime_check,12,38,27
prime_check,12,39,469
prime_check,12,40,2710
prime_check,12,41,18
prime_check,12,43,46
prime_check,12,44,269
prime_check,12,45,267
prime_check,12,46,210
prime_check,12,47,18
prime_check,12,48,105
prime_check,12,49,306
prime_check,12,50,992
prime_check,12,51,84
prime_check,12,52,4
prime_check,12,53,1627
prime_check,12,54,36
prime_check,12,55,62
prime_check,12,56,2
prime_check,12,57,36
prime_check,12,58,60
prime_check,12,60,14
prime_check,12,62,18
prime_check,12,63,54
prime_check,12,64,68
prime_check,12,65,19
prime_check,12,66,38
prime_check,12,67,5
prime_check,12,68,877
prime_check,12,69,766
prime_check,12,71,2082
prime_check,12,73,619
prime_check,12,74,711
prime_check,12,75,9
prime_check,12,76,54
prime_check,12,78,29
prime_check,12,79,133
prime_check,12,80,127
prime_check,12,81,146
prime_check,12,82,1592
prime_check,12,83,1161
prime_check,12,84,259
prime_check,12,85,2737
prime_check,12,86,59
prime_check,12,87,18
prime_check,12,88,1206
prime_check,12,90,1311
prime_check,12,91,14
prime_check,12,92,22
prime_check,12,94,72
prime_check,12,95,36
prime_check,12,97,37
prime_check,12,98,166
prime_check,12,99,35
prime_check,12,100,218
prime_check,12,101,12
prime_check,12,102,812
prime_check,12,103,1985
prime_check,12,104,15
prime_check,12,105,256
prime_check,12,106,112
prime_check,12,107,27
prime_check,12,108,1044
prime_check,12,109,162
prime_check,12,112,23
prime_check,12,113,504
prime_check,12,115,2
prime_check,12,116,779
prime_check,12,117,318
prime_check,12,118,177
prime_check,12,119,40
prime_check,12,120,135
prime_check,12,122,66
prime_check,12,123,2
prime_check,12,124,37
prime_check,12,125,200
prime_check,12,126,1
prime_check,12,127,148
prime_check,13,0,39
prime_check,13,1,365
prime_check,13,2,593
prime_check,13,4,254
prime_check,13,5,12
prime_check,13,6,178
prime_check,13,7,33
prime_check,13,8,142
prime_check,13,9,115
prime_check,13,11,160
prime_check,13,13,114
prime_check,13,14,36
prime_check,13,15,188
prime_check,13,16,2
prime_check,13,17,5
prime_check,13,19,1
prime_check,13,22,414
prime_check,13,23,26
prime_check,13,25,922
prime_check,13,26,60
prime_check,13,27,18
prime_check,13,29,70
prime_check,13,30,1
prime_check,13,31,1245
prime_check,13,32,11
prime_check,13,34,1049
prime_check,13,35,986
prime_check,13,36,36
prime_check,13,37,2580
prime_check,13,38,838
prime_check,13,39,49
prime_check,13,40,51
prime_check,13,41,138
prime_check,13,42,2821
prime_check,13,43,720
prime_check,13,44,70
prime_check,13,45,116
prime_check,13,46,145
prime_check,13,47,282
prime_check,13,49,112
prime_check,13,52,139
prime_check,13,53,837
prime_check,13,54,28
prime_check,13,55,20
prime_check,13,56,649
prime_check,13,58,98
prime_check,13,59,93
prime_check,13,60,574
prime_check,13,61,286
prime_check,13,62,1072
prime_check,13,63,23
prime_check,13,64,673
prime_check,13,65,335
prime_check,13,66,15
prime_check,13,67,2
prime_check,13,69,3
prime_check,13,70,714
prime_check,13,71,73
prime_check,13,72,18
prime_check,13,73,170
prime_check,13,74,174
prime_check,13,75,463
prime_check,13,76,28
prime_check,13,77,12
prime_check,13,78,111
prime_check,13,79,1306
prime_check,13,80,36
prime_check,13,81,772
prime_check,13,82,50
prime_check,13,83,37
prime_check,13,84,155
prime_check,13,85,39
prime_check,13,86,266
prime_check,13,87,1
prime_check,13,88,174
prime_check,13,89,561
prime_check,13,90,1990
prime_check,13,91,9
prime_check,13,92,89
prime_check,13,93,1736
prime_check,13,94,104
prime_check,13,95,55
prime_check,13,96,39
prime_check,13,97,3
prime_check,13,98,1
prime_check,13,99,133
prime_check,13,100,1019
prime_check,13,101,3
prime_check,13,102,286
prime_check,13,103,18
prime_check,13,104,262
prime_check,13,105,232
prime_check,13,107,417
prime_check,13,109,62
prime_check,13,110,722
prime_check,13,111,4
prime_check,13,113,259
prime_check,13,114,896
prime_check,13,115,28
prime_check,13,116,75
prime_check,13,117,742
prime_check,13,119,10
prime_check,13,120,1156
prime_check,13,121,454
prime_check,13,122,648
prime_check,13,124,828
prime_check,13,125,393
prime_check,13,126,2499
prime_check,14,0,12
prime_check,14,1,22
prime_check,14,4,157
prime_check,14,5,5
prime_check,14,6,246
prime_check,14,7,94
prime_check,14,8,184
prime_check,14,9,24
prime_check,14,10,217
prime_check,14,11,35
prime_check,14,12,105
prime_check,14,13,158
prime_check,14,14,36
prime_check,14,15,39
prime_check,14,16,330
prime_check,14,17,15
prime_check,14,18,46
prime_check,14,19,20
prime_check,14,20,25
prime_check,14,21,261
prime_check,14,22,39
prime_check,14,23,47
prime_check,14,24,142
prime_check,14,26,755
prime_check,14,28,10
prime_check,14,29,115
prime_check,14,30,745
prime_check,14,31,169
prime_check,14,32,2
prime_check,14,33,97
prime_check,14,35,31
prime_check,14,36,98
prime_check,14,38,366
prime_check,14,39,2244
prime_check,14,40,1417
prime_check,14,41,11
prime_check,14,42,49
prime_check,14,43,436
prime_check,14,44,7
prime_check,14,46,2
prime_check,14,47,21
prime_check,14,48,137
prime_check,14,49,37
prime_check,14,50,347
prime_check,14,51,88
prime_check,14,52,1234
prime_check,14,53,10
prime_check,14,54,333
prime_check,14,55,120
prime_check,14,56,299
prime_check,14,57,727
prime_check,14,58,83
prime_check,14,59,1179
prime_check,14,60,463
prime_check,14,62,49
prime_check,14,63,897
prime_check,14,64,69
prime_check,14,65,41
prime_check,14,66,18
prime_check,14,67,123
prime_check,14,68,1040
prime_check,14,69,113
prime_check,14,71,112
prime_check,14,72,581
prime_check,14,73,152
prime_check,14,74,420
prime_check,14,75,1566
prime_check,14,76,89
prime_check,14,77,1178
prime_check,14,78,154
prime_check,14,79,367
prime_check,14,80,152
prime_check,14,81,65
prime_check,14,83,111
prime_check,14,85,2
prime_check,14,86,783
prime_check,14,89,143
prime_check,14,90,22
prime_check,14,91,266
prime_check,14,92,2
prime_check,14,93,603
prime_check,14,94,143
prime_check,14,95,173
prime_check,14,96,330
prime_check,14,97,604
prime_check,14,98,767
prime_check,14,99,1821
prime_check,14,100,833
prime_check,14,101,308
prime_check,14,103,548
prime_check,14,106,132
prime_check,14,107,96
prime_check,14,108,161
prime_check,14,109,22
prime_check,14,110,21
prime_check,14,111,2568
prime_check,14,112,3459
prime_check,14,113,22
prime_check,14,114,998
prime_check,14,115,1003
prime_check,14,117,11
prime_check,14,119,259
prime_check,14,120,11
prime_check,14,121,950
prime_check,14,123,176
prime_check,14,124,372
prime_check,14,125,36
prime_check,14,126,1325
prime_check,14,127,18
prime_check,15,0,770
prime_check,15,1,10
prime_check,15,2,873
prime_check,15,4,959
prime_check,15,5,120
prime_check,15,6,205
prime_check,15,7,112
prime_check,15,8,180
prime_check,15,9,87
prime_check,15,10,3
prime_check,15,11,251
prime_check,15,12,1122
prime_check,15,13,117
prime_check,15,14,227
prime_check,15,15,44
prime_check,15,16,138
prime_check,15,17,210
prime_check,15,18,281
prime_check,15,19,11
prime_check,15,21,88
prime_check,15,22,265
prime_check,15,23,1
prime_check,15,24,19
prime_check,15,25,291
prime_check,15,26,280
prime_check,15,27,194
prime_check,15,28,857
prime_check,15,30,159
prime_check,15,31,187
prime_check,15,32,505
prime_check,15,33,51
prime_check,15,34,367
prime_check,15,35,83
prime_check,15,36,252
prime_check,15,37,359
prime_check,15,39,162
prime_check,15,40,35
prime_check,15,41,344
prime_check,15,42,182
prime_check,15,43,829
prime_check,15,45,248
prime_check,15,46,908
prime_check,15,47,194
prime_check,15,48,101
prime_check,15,49,646
prime_check,15,50,485
prime_check,15,51,545
prime_check,15,52,529
prime_check,15,53,4
prime_check,15,54,111
prime_check,15,55,243
prime_check,15,56,1160
prime_check,15,57,154
prime_check,15,58,34
prime_check,15,59,4
prime_check,15,60,18
prime_check,15,61,257
prime_check,15,62,10
prime_check,15,63,207
prime_check,15,64,115
prime_check,15,65,1507
prime_check,15,66,1201
prime_check,15,67,52
prime_check,15,68,2076
prime_check,15,69,91
prime_check,15,70,3
prime_check,15,71,1394
prime_check,15,72,3
prime_check,15,73,499
prime_check,15,74,69
prime_check,15,75,149
prime_check,15,76,1125
prime_check,15,77,332
prime_check,15,78,276
prime_check,15,79,1177
prime_check,15,80,304
prime_check,15,81,54
prime_check,15,82,243
prime_check,15,83,1386
prime_check,15,84,199
prime_check,15,85,311
prime_check,15,86,191
prime_check,15,87,288
prime_check,15,88,1332
prime_check,15,89,29
prime_check,15,90,292
prime_check,15,91,360
prime_check,15,92,6
prime_check,15,93,130
prime_check,15,94,115
prime_check,15,95,127
prime_check,15,96,715
prime_check,15,97,241
prime_check,15,98,83
prime_check,15,99,158
prime_check,15,100,26
prime_check,15,101,140
prime_check,15,103,32
prime_check,15,104,327
prime_check,15,105,266
prime_check,15,106,42
prime_check,15,107,23
prime_check,15,108,334
prime_check,15,109,328
prime_check,15,111,128
prime_check,15,112,1688
prime_check,15,113,130
prime_check,15,114,399
prime_check,15,115,26
prime_check,15,116,47
prime_check,15,117,145
prime_check,15,118,1
prime_check,15,119,118
prime_check,15,120,122
prime_check,15,121,100
prime_check,15,122,489
prime_check,15,123,3
prime_check,15,124,77
prime_check,15,125,1308
prime_check,15,126,56
prime_check,15,127,100
prime_check,16,0,1696
prime_check,16,1,4
prime_check,16,2,136
prime_check,16,3,332
prime_check,16,4,339
prime_check,16,6,39
prime_check,16,7,758
prime_check,16,8,2373
prime_check,16,9,281
prime_check,16,10,73
prime_check,16,11,346
prime_check,16,12,173
prime_check,16,13,621
prime_check,16,14,68
prime_check,16,16,1
prime_check,16,17,366
prime_check,16,19,528
prime_check,16,20,32
prime_check,16,21,115
prime_check,16,22,802
prime_check,16,23,70
prime_check,16,24,1392
prime_check,16,25,160
prime_check,16,26,77
prime_check,16,27,711
prime_check,16,28,123
prime_check,16,29,278
prime_check,16,30,233
prime_check,16,31,468
prime_check,16,32,5
prime_check,16,33,58
prime_check,16,34,349
prime_check,16,35,20
prime_check,16,36,586
prime_check,16,37,84
prime_check,16,38,98
prime_check,16,39,43
prime_check,16,40,8
prime_check,16,41,55
prime_check,16,42,20
prime_check,16,43,457
prime_check,16,44,360
prime_check,16,45,1230
prime_check,16,46,389
prime_check,16,47,2
prime_check,16,48,173
prime_check,16,50,195
prime_check,16,51,120
prime_check,16,53,75
prime_check,16,54,489
prime_check,16,55,831
prime_check,16,56,386
prime_check,16,57,4
prime_check,16,58,864
prime_check,16,59,459
prime_check,16,61,2
prime_check,16,62,1
prime_check,16,63,40
prime_check,16,64,31
prime_check,16,65,6
prime_check,16,66,4
prime_check,16,68,970
prime_check,16,69,263
prime_check,16,70,209
prime_check,16,71,517
prime_check,16,72,1405
prime_check,16,73,828
prime_check,16,74,234
prime_check,16,76,10
prime_check,16,77,26
prime_check,16,78,105
prime_check,16,79,127
prime_check,16,80,302
prime_check,16,81,117
prime_check,16,82,28
prime_check,16,83,376
prime_check,16,84,179
prime_check,16,85,155
prime_check,16,86,402
prime_check,16,89,1772
prime_check,16,90,113
prime_check,16,91,7
prime_check,16,92,1187
prime_check,16,93,434
prime_check,16,94,215
prime_check,16,96,202
prime_check,16,97,52
prime_check,16,98,3
prime_check,16,99,824
prime_check,16,100,134
prime_check,16,101,77
prime_check,16,102,96
prime_check,16,103,818
prime_check,16,104,1080
prime_check,16,105,845
prime_check,16,106,905
prime_check,16,107,202
prime_check,16,108,183
prime_check,16,109,155
prime_check,16,110,1
prime_check,16,111,981
prime_check,16,112,455
prime_check,16,113,92
prime_check,16,114,6
prime_check,16,115,259
prime_check,16,116,18
prime_check,16,117,58
prime_check,16,119,283
prime_check,16,120,3
prime_check,16,121,4
prime_check,16,122,513
prime_check,16,123,306
prime_check,16,124,183
prime_check,16,125,227
prime_check,16,126,400
prime_check,16,127,791
prime_check,17,0,1
prime_check,17,1,182
prime_check,17,2,771
prime_check,17,3,46
prime_check,17,4,603
prime_check,17,5,1831
prime_check,17,7,237
prime_check,17,8,74
prime_check,17,9,39
prime_check,17,10,165
prime_check,17,11,944
prime_check,17,15,10
prime_check,17,17,268
prime_check,17,18,73
prime_check,17,19,634
prime_check,17,20,242
prime_check,17,21,183
prime_check,17,22,1523
prime_check,17,23,675
prime_check,17,24,85
prime_check,17,25,3
prime_check,17,26,525
prime_check,17,27,679
prime_check,17,28,2200
prime_check,17,29,2165
prime_check,17,30,63
prime_check,17,31,40
prime_check,17,32,189
prime_check,17,33,540
prime_check,17,34,56
prime_check,17,35,266
prime_check,17,36,122
prime_check,17,37,1
prime_check,17,38,67
prime_check,17,39,113
prime_check,17,40,19
prime_check,17,41,184
prime_check,17,42,83
prime_check,17,43,1724
prime_check,17,44,564
prime_check,17,45,39
prime_check,17,46,26
prime_check,17,47,147
prime_check,17,48,48
prime_check,17,49,298
prime_check,17,50,203
prime_check,17,51,64
prime_check,17,52,278
prime_check,17,53,105
prime_check,17,54,129
prime_check,17,55,80
prime_check,17,57,36
prime_check,17,58,258
prime_check,17,59,122
prime_check,17,60,119
prime_check,17,61,1175
prime_check,17,62,373
prime_check,17,63,52
prime_check,17,64,32
prime_check,17,65,51
prime_check,17,68,37
prime_check,17,69,1057
prime_check,17,70,17
prime_check,17,71,41
prime_check,17,72,1378
prime_check,17,73,146
prime_check,17,74,220
prime_check,17,75,725
prime_check,17,77,83
prime_check,17,78,108
prime_check,17,79,2
prime_check,17,80,567
prime_check,17,81,4
prime_check,17,82,83
prime_check,17,83,307
prime_check,17,84,171
prime_check,17,85,10
prime_check,17,86,36
prime_check,17,87,19
prime_check,17,88,707
prime_check,17,89,245
prime_check,17,90,498
prime_check,17,91,162
prime_check,17,92,311
prime_check,17,93,1
prime_check,17,94,1
prime_check,17,96,1106
prime_check,17,97,86
prime_check,17,98,53
prime_check,17,99,64
prime_check,17,100,492
prime_check,17,101,66
prime_check,17,102,1272
prime_check,17,103,126
prime_check,17,104,326
prime_check,17,105,35
prime_check,17,106,188
prime_check,17,107,262
prime_check,17,108,48
prime_check,17,109,1
prime_check,17,110,378
prime_check,17,111,205
prime_check,17,112,506
prime_check,17,113,1
prime_check,17,114,55
prime_check,17,115,295
prime_check,17,116,671
prime_check,17,117,255
prime_check,17,118,1140
prime_check,17,119,73
prime_check,17,120,760
prime_check,17,121,3
prime_check,17,122,18
prime_check,17,123,19
prime_check,17,124,71
prime_check,17,125,2459
prime_check,17,126,1
prime_check,17,127,381
prime_check,18,0,1043
prime_check,18,1,2
prime_check,18,2,37
prime_check,18,3,161
prime_check,18,4,1187
prime_check,18,5,401
prime_check,18,6,79
prime_check,18,7,311
prime_check,18,8,1429
prime_check,18,9,126
prime_check,18,11,6
prime_check,18,12,62
prime_check,18,13,1260
prime_check,18,14,38
prime_check,18,15,50
prime_check,18,16,443
prime_check,18,17,125
prime_check,18,18,29
prime_check,18,19,74
prime_check,18,20,2
prime_check,18,21,169
prime_check,18,22,34
prime_check,18,23,252
prime_check,18,24,152
prime_check,18,25,46
prime_check,18,28,124
prime_check,18,29,34
prime_check,18,30,331
prime_check,18,31,250
prime_check,18,32,10
prime_check,18,33,94
prime_check,18,36,652
prime_check,18,37,7
prime_check,18,38,68
prime_check,18,39,610
prime_check,18,40,71
prime_check,18,42,1874
prime_check,18,43,428
prime_check,18,44,184
prime_check,18,45,44
prime_check,18,46,440
prime_check,18,47,117
prime_check,18,49,215
prime_check,18,50,13
prime_check,18,52,823
prime_check,18,53,762
prime_check,18,54,70
prime_check,18,55,72
prime_check,18,56,505
prime_check,18,57,733
prime_check,18,58,121
prime_check,18,59,1710
prime_check,18,60,23
prime_check,18,61,779
prime_check,18,62,692
prime_check,18,63,171
prime_check,18,65,1
prime_check,18,66,248
prime_check,18,67,580
prime_check,18,68,625
prime_check,18,69,18
prime_check,18,71,279
prime_check,18,72,145
prime_check,18,73,229
prime_check,18,74,169
prime_check,18,75,230
prime_check,18,76,688
prime_check,18,77,173
prime_check,18,78,151
prime_check,18,79,12
prime_check,18,80,5
prime_check,18,81,30
prime_check,18,82,20
prime_check,18,84,3
prime_check,18,85,225
prime_check,18,86,675
prime_check,18,87,221
prime_check,18,88,69
prime_check,18,90,61
prime_check,18,91,245
prime_check,18,92,287
prime_check,18,93,40
prime_check,18,94,498
prime_check,18,95,1075
prime_check,18,96,333
prime_check,18,97,95
prime_check,18,98,1405
prime_check,18,99,79
prime_check,18,100,309
prime_check,18,101,330
prime_check,18,102,20
prime_check,18,103,723
prime_check,18,104,18
prime_check,18,105,1238
prime_check,18,106,3
prime_check,18,107,17
prime_check,18,108,1219
prime_check,18,109,488
prime_check,18,110,572
prime_check,18,111,1
prime_check,18,112,98
prime_check,18,114,1548
prime_check,18,115,8
prime_check,18,116,84
prime_check,18,118,744
prime_check,18,119,18
prime_check,18,120,137
prime_check,18,121,305
prime_check,18,122,940
prime_check,18,123,381
prime_check,18,124,1047
prime_check,18,125,112
prime_check,18,126,22
prime_check,18,127,1335
prime_check,19,1,85
prime_check,19,2,1
prime_check,19,3,17
prime_check,19,5,951
prime_check,19,6,145
prime_check,19,7,939
prime_check,19,9,191
prime_check,19,10,120
prime_check,19,11,1833
prime_check,19,12,37
prime_check,19,13,56
prime_check,19,14,682
prime_check,19,15,320
prime_check,19,16,7
prime_check,19,17,10
prime_check,19,18,201
prime_check,19,19,683
prime_check,19,20,318
prime_check,19,21,4
prime_check,19,23,117
prime_check,19,24,920
prime_check,19,25,318
prime_check,19,27,76
prime_check,19,28,2026
prime_check,19,29,243
prime_check,19,30,1
prime_check,19,31,127
prime_check,19,32,11
prime_check,19,33,2390
prime_check,19,35,24
prime_check,19,36,92
prime_check,19,37,2156
prime_check,19,38,398
prime_check,19,39,1489
prime_check,19,40,528
prime_check,19,41,44
prime_check,19,42,200
prime_check,19,43,369
prime_check,19,45,359
prime_check,19,46,485
prime_check,19,47,541
prime_check,19,48,18
prime_check,19,50,26
prime_check,19,51,833
prime_check,19,52,391
prime_check,19,53,591
prime_check,19,54,455
prime_check,19,55,341
prime_check,19,56,9
prime_check,19,57,57
prime_check,19,58,530
prime_check,19,59,177
prime_check,19,60,135
prime_check,19,63,519
prime_check,19,64,1018
prime_check,19,65,4
prime_check,19,66,362
prime_check,19,68,1210
prime_check,19,69,54
prime_check,19,70,415
prime_check,19,71,181
prime_check,19,73,10
prime_check,19,74,1
prime_check,19,75,652
prime_check,19,76,499
prime_check,19,78,335
prime_check,19,80,18
prime_check,19,81,121
prime_check,19,82,82
prime_check,19,83,1192
prime_check,19,84,266
prime_check,19,86,431
prime_check,19,87,1126
prime_check,19,90,517
prime_check,19,92,145
prime_check,19,93,951
prime_check,19,94,537
prime_check,19,97,458
prime_check,19,98,6
prime_check,19,99,4
prime_check,19,100,15
prime_check,19,101,150
prime_check,19,102,158
prime_check,19,103,56
prime_check,19,104,117
prime_check,19,105,2
prime_check,19,106,227
prime_check,19,108,2
prime_check,19,110,211
prime_check,19,111,17
prime_check,19,112,274
prime_check,19,113,62
prime_check,19,114,10
prime_check,19,115,135
prime_check,19,117,1744
prime_check,19,118,246
prime_check,19,119,28
prime_check,19,120,809
prime_check,19,121,304
prime_check,19,122,7
prime_check,19,123,1138
prime_check,19,124,21
prime_check,19,125,244
prime_check,19,126,8
prime_check,20,1,956
prime_check,20,2,427
prime_check,20,3,317
prime_check,20,4,386
prime_check,20,5,342
prime_check,20,7,13
prime_check,20,8,280
prime_check,20,9,492
prime_check,20,10,532
prime_check,20,11,631
prime_check,20,12,411
prime_check,20,13,1
prime_check,20,14,28
prime_check,20,16,24
prime_check,20,17,229
prime_check,20,18,431
prime_check,20,19,27
prime_check,20,21,85
prime_check,20,22,713
prime_check,20,23,3
prime_check,20,24,71
prime_check,20,25,87
prime_check,20,27,185
prime_check,20,30,113
prime_check,20,31,5
prime_check,20,32,133
prime_check,20,33,1093
prime_check,20,34,377
prime_check,20,35,16
prime_check,20,37,1508
prime_check,20,38,26
prime_check,20,39,6
prime_check,20,40,86
prime_check,20,41,897
prime_check,20,42,170
prime_check,20,43,86
prime_check,20,44,18
prime_check,20,45,15
prime_check,20,46,353
prime_check,20,47,22
prime_check,20,50,287
prime_check,20,51,51
prime_check,20,52,597
prime_check,20,54,31
prime_check,20,55,459
prime_check,20,56,535
prime_check,20,57,422
prime_check,20,58,1547
prime_check,20,59,294
prime_check,20,60,316
prime_check,20,61,5
prime_check,20,62,197
prime_check,20,63,602
prime_check,20,64,181
prime_check,20,65,2
prime_check,20,66,1858
prime_check,20,67,1193
prime_check,20,68,144
prime_check,20,69,56
prime_check,20,70,1
prime_check,20,71,5
prime_check,20,72,1
prime_check,20,73,1333
prime_check,20,74,33
prime_check,20,75,43
prime_check,20,76,2
prime_check,20,77,349
prime_check,20,78,147
prime_check,20,79,304
prime_check,20,80,30
prime_check,20,82,289
prime_check,20,83,428
prime_check,20,84,1249
prime_check,20,85,258
prime_check,20,86,5
prime_check,20,87,9
prime_check,20,88,530
prime_check,20,89,508
prime_check,20,90,86
prime_check,20,91,68
prime_check,20,92,3
prime_check,20,93,574
prime_check,20,94,219
prime_check,20,95,193
prime_check,20,96,19
prime_check,20,97,393
prime_check,20,98,838
prime_check,20,99,913
prime_check,20,100,1356
prime_check,20,102,22
prime_check,20,103,967
prime_check,20,104,74
prime_check,20,105,682
prime_check,20,106,972
prime_check,20,108,2197
prime_check,20,112,740
prime_check,20,114,24
prime_check,20,115,242
prime_check,20,118,44
prime_check,20,120,116
prime_check,20,121,349
prime_check,20,122,64
prime_check,20,123,1111
prime_check,20,124,1707
prime_check,20,125,288
prime_check,20,126,1
prime_check,20,127,18
prime_check,21,1,220
prime_check,21,2,4
prime_check,21,4,27
prime_check,21,5,44
prime_check,21,6,28
prime_check,21,8,422
prime_check,21,9,138
prime_check,21,10,113
prime_check,21,11,1
prime_check,21,13,161
prime_check,21,15,69
prime_check,21,16,206
prime_check,21,17,1358
prime_check,21,19,432
prime_check,21,20,3344
prime_check,21,21,8
prime_check,21,22,777
prime_check,21,23,10
prime_check,21,24,425
prime_check,21,25,43
prime_check,21,26,394
prime_check,21,27,119
prime_check,21,29,41
prime_check,21,30,61
prime_check,21,31,210
prime_check,21,32,438
prime_check,21,33,411
prime_check,21,34,404
prime_check,21,35,1202
prime_check,21,36,497
prime_check,21,37,462
prime_check,21,38,266
prime_check,21,39,369
prime_check,21,40,431
prime_check,21,41,908
prime_check,21,42,3
prime_check,21,43,54
prime_check,21,44,10
prime_check,21,45,6
prime_check,21,46,843
prime_check,21,47,482
prime_check,21,48,361
prime_check,21,49,4
prime_check,21,50,45
prime_check,21,52,978
prime_check,21,53,359
prime_check,21,54,268
prime_check,21,55,150
prime_check,21,57,495
prime_check,21,58,92
prime_check,21,59,18
prime_check,21,60,177
prime_check,21,61,1782
prime_check,21,62,91
prime_check,21,63,875
prime_check,21,65,395
prime_check,21,66,320
prime_check,21,67,745
prime_check,21,68,30
prime_check,21,70,1462
prime_check,21,71,10
prime_check,21,72,262
prime_check,21,73,299
prime_check,21,74,636
prime_check,21,76,19
prime_check,21,77,131
prime_check,21,78,115
prime_check,21,79,1486
prime_check,21,80,1
prime_check,21,81,8
prime_check,21,82,267
prime_check,21,83,57
prime_check,21,84,20
prime_check,21,85,484
prime_check,21,86,224
prime_check,21,87,108
prime_check,21,88,1
prime_check,21,89,45
prime_check,21,90,2
prime_check,21,91,1
prime_check,21,93,15
prime_check,21,94,1070
prime_check,21,95,345
prime_check,21,96,4
prime_check,21,97,186
prime_check,21,98,103
prime_check,21,99,247
prime_check,21,100,306
prime_check,21,101,279
prime_check,21,103,100
prime_check,21,104,1029
prime_check,21,105,1059
prime_check,21,106,217
prime_check,21,107,20
prime_check,21,109,632
prime_check,21,110,16
prime_check,21,111,161
prime_check,21,113,2219
prime_check,21,115,1
prime_check,21,117,111
prime_check,21,118,16
prime_check,21,119,151
prime_check,21,120,141
prime_check,21,121,49
prime_check,21,122,1696
prime_check,21,123,18
prime_check,21,124,283
prime_check,21,127,1438
prime_check,22,0,220
prime_check,22,1,3
prime_check,22,2,791
prime_check,22,4,240
prime_check,22,5,43
prime_check,22,7,155
prime_check,22,8,216
prime_check,22,9,1
prime_check,22,10,3
prime_check,22,11,37
prime_check,22,15,3
prime_check,22,16,2060
prime_check,22,17,4
prime_check,22,18,216
prime_check,22,19,67
prime_check,22,21,36
prime_check,22,26,8
prime_check,22,27,3424
prime_check,22,28,485
prime_check,22,30,96
prime_check,22,31,137
prime_check,22,32,24
prime_check,22,33,1564
prime_check,22,35,1031
prime_check,22,37,325
prime_check,22,38,741
prime_check,22,39,57
prime_check,22,40,230
prime_check,22,41,18
prime_check,22,42,421
prime_check,22,43,69
prime_check,22,44,460
prime_check,22,45,271
prime_check,22,47,330
prime_check,22,48,102
prime_check,22,50,81
prime_check,22,52,3
prime_check,22,53,688
prime_check,22,54,369
prime_check,22,57,288
prime_check,22,58,117
prime_check,22,61,717
prime_check,22,62,6
prime_check,22,63,274
prime_check,22,64,132
prime_check,22,65,124
prime_check,22,66,55
prime_check,22,67,5
prime_check,22,69,143
prime_check,22,70,836
prime_check,22,71,696
prime_check,22,72,1766
prime_check,22,73,481
prime_check,22,74,18
prime_check,22,75,37
prime_check,22,76,1075
prime_check,22,77,1243
prime_check,22,80,8
prime_check,22,81,243
prime_check,22,82,97
prime_check,22,83,1301
prime_check,22,84,211
prime_check,22,85,935
prime_check,22,88,18
prime_check,22,90,375
prime_check,22,92,1665
prime_check,22,93,241
prime_check,22,95,31
prime_check,22,99,658
prime_check,22,100,368
prime_check,22,102,1988
prime_check,22,103,1269
prime_check,22,104,2254
prime_check,22,106,345
prime_check,22,107,1666
prime_check,22,108,38
prime_check,22,110,219
prime_check,22,113,135
prime_check,22,116,481
prime_check,22,117,218
prime_check,22,118,186
prime_check,22,119,219
prime_check,22,120,35
prime_check,22,122,744
prime_check,22,123,162
prime_check,22,125,202
prime_check,22,126,789
prime_check,22,127,33
prime_check,23,0,856
prime_check,23,1,351
prime_check,23,2,1
prime_check,23,3,585
prime_check,23,4,10
prime_check,23,5,227
prime_check,23,7,8
prime_check,23,8,335
prime_check,23,9,544
prime_check,23,10,115
prime_check,23,11,1
prime_check,23,12,177
prime_check,23,13,2029
prime_check,23,14,11
prime_check,23,15,18
prime_check,23,16,12
prime_check,23,17,284
prime_check,23,18,551
prime_check,23,19,51
prime_check,23,20,319
prime_check,23,21,926
prime_check,23,22,3
prime_check,23,23,589
prime_check,23,25,24
prime_check,23,26,288
prime_check,23,27,222
prime_check,23,28,1279
prime_check,23,29,1043
prime_check,23,30,441
prime_check,23,31,48
